phi_c,cluster_size
0.0,1.0080206599782473
0.1,1.016121460665709
0.15,1.025529008558894
0.2,1.0648819601955082
0.225,1.1476147304880706
0.25,2.726387908166186
0.275,4.89438136256852
0.3,4.9470919101823965
0.325,4.842195988805067
0.35,4.801094627682559
0.375,4.731515521426241
0.4,4.843579721305996
