phi_c,direct_contact
0.0,0.0003279934401311801
0.1,0.00054498910021798
0.15,0.0006879862402751802
0.2,0.00073698526029478
0.225,0.0008079838403231799
0.25,0.0009149817003659798
0.275,0.00096198076038478
0.3,0.00096898062038758
0.325,0.00101497970040598
0.35,0.00116297674046518
0.375,0.0011859762804743799
0.4,0.0012069758604827798
