phi_c,gyr
0.0,1.0
0.1,0.9662532708722008
0.15,0.9382548445865044
0.2,0.926128926324034
0.225,0.9155887397273986
0.25,0.8847331024475984
0.275,0.8909170422279173
0.3,0.8774278922207565
0.325,0.8727322751323564
0.35,0.8657190226082834
0.375,0.8297210996102702
0.4,0.6368513878940987
