phi_c,gyr
0.0,1.0
0.1,0.9614638413241916
0.15,0.9332058557109038
0.2,0.9195492304512186
0.225,0.9130509844020892
0.25,0.8981298746243739
0.275,0.8900614508061884
0.3,0.8832008037227439
0.325,0.8711787175892287
0.35,0.8622518289368268
0.375,0.864326003635479
0.4,0.8552596918573477
