phi_c,direct_contact
0.0,0.06772864542709141
0.1,0.11285774284514308
0.15,0.19380212395752078
0.2,0.48415031699366007
0.225,1.3041619167616645
0.25,3.4665506689866206
0.275,3.5446491070178596
0.3,3.362132757344853
0.325,3.4388812223755525
0.35,3.277928441431172
0.375,3.392744145117098
0.4,3.592798144037119
