phi_c,direct_contact
0.0,0.012004759904801859
0.1,0.02746745065098694
0.15,0.02821843563128734
0.2,0.04705305893882118
0.225,0.055111897762044684
0.25,0.08267534649307014
0.275,0.19152716945661083
0.3,0.5628537429251413
0.325,3.178486430271395
0.35,3.5293184136317275
0.375,3.500435966139672
0.4,3.4805643887122253
