phi_c,cluster_size
0.0,1.0039131752937893
0.1,1.0061676845526166
0.15,1.0080440304826417
0.2,1.0096235391039567
0.225,1.0113654981583404
0.25,1.0162980457995716
0.275,1.0164974232305677
0.3,1.0219740464661864
0.325,1.0314705691231334
0.35,1.049499713492308
0.375,1.1013205670806447
0.4,2.0343182627269494
