phi_c,gyr
0.0,1.0
0.1,0.9304729175248512
0.15,0.8924685568398534
0.2,0.8715123984406947
0.225,0.8625617685389466
0.25,0.8585530824881686
0.275,0.8369676817669884
0.3,0.8246599952614465
0.325,0.7689405504855412
0.35,0.7659756159249357
0.375,0.5855257934513916
0.4,0.4702790101269947
