phi_c,gyr
0.0,1.0
0.1,0.9244029747937268
0.15,0.8981822549698945
0.2,0.870692552167496
0.225,0.862791578735355
0.25,0.8527479822059599
0.275,0.8387658713475353
0.3,0.8332516702346257
0.325,0.8167444875888246
0.35,0.8198792048658987
0.375,0.8082177212286238
0.4,0.782690244396956
