phi_c,gyr
0.0,1.0
0.1,0.957688011321342
0.15,0.9340539100194633
0.2,0.9124270778537296
0.225,0.8733978495904962
0.25,0.563836899532932
0.275,0.42945167682061275
0.3,0.420729373476911
0.325,0.4191446849787184
0.35,0.4189437366683485
0.375,0.4175327803390994
0.4,0.4070843822664183
