phi_c,direct_contact
0.0,0.027369452610947746
0.1,0.03995720085598284
0.15,0.04787904241915158
0.2,0.05929881402371951
0.225,0.06656466870662583
0.25,0.08126037479250416
0.275,0.09671206575868475
0.3,0.13801723965520685
0.325,0.26298874022519547
0.35,0.4459310813783724
0.375,2.183162336753265
0.4,3.3971600567988642
