phi_c,direct_contact
0.0,0.00111497770044598
0.1,0.00172596548069038
0.15,0.00191296174076518
0.2,0.0023039539209215804
0.225,0.0024339513209735803
0.25,0.00257894842103156
0.275,0.0026519469610607606
0.3,0.00294894102117956
0.325,0.00306093878122436
0.35,0.00299494010119796
0.375,0.0029279414411711602
0.4,0.00343693126137476
