phi_c,direct_contact
0.0,0.045257094858102795
0.1,0.06931161376772461
0.15,0.09465710685786283
0.2,0.1332373352532949
0.225,0.1918621627567448
0.25,0.3040179196416071
0.275,0.7020019599608008
0.3,2.7707605847883046
0.325,3.37359952800944
0.35,3.4014469710605786
0.375,3.419955600887983
0.4,3.24787404251915
