phi_c,gyr
0.0,1.0
0.1,0.953006220280808
0.15,0.939183232607684
0.2,0.9208875358573364
0.225,0.9115228644595164
0.25,0.9016086317373464
0.275,0.8768971947338474
0.3,0.8848179455307639
0.325,0.8625421548987349
0.35,0.8681521311539303
0.375,0.8574160044309603
0.4,0.8443303961728191
