phi_c,gyr
0.0,1.0
0.1,0.9278792831826238
0.15,0.9434158172860116
0.2,0.917160413060381
0.225,0.913083141757814
0.25,0.898581864826645
0.275,0.8575867314241669
0.3,0.7998567604303075
0.325,0.4835163472257441
0.35,0.4506826019412885
0.375,0.4516383444877436
0.4,0.4502545401475859
