phi_c,direct_contact
0.0,0.0077958440831183175
0.1,0.012263754724905462
0.15,0.015967680646387022
0.2,0.019077618447631003
0.225,0.022479550408991782
0.25,0.03215535689286209
0.275,0.03249935001299971
0.3,0.04314513709725802
0.325,0.061332773344533034
0.35,0.09710605787884233
0.375,0.19928201435971266
0.4,1.949611007779844
