phi_c,cluster_size
0.0,1.0138663730568371
0.1,1.020369223422719
0.15,1.0245046363030055
0.2,1.0305001329318586
0.225,1.0343757563721443
0.25,1.0421401796405314
0.275,1.0505106955607355
0.3,1.0729943454328907
0.325,1.1439520464892814
0.35,1.247074110885118
0.375,2.4432147176311063
0.4,4.601283732486715
