phi_c,gyr
0.0,1.0
0.1,0.9162055498339466
0.15,0.8641660531782775
0.2,0.8063269877173007
0.225,0.6833272205170056
0.25,0.3984289244116614
0.275,0.3953388626181575
0.3,0.4207512670574894
0.325,0.4007927863092384
0.35,0.4203254101019458
0.375,0.4005979219279009
0.4,0.3688227338031093
