phi_c,cluster_size
0.0,1.0005577998174018
0.1,1.0008637281228077
0.15,1.0009573966019178
0.2,1.0011533055418733
0.225,1.0012184584948183
0.25,1.0012911391010888
0.275,1.001327734020631
0.3,1.0014761463167445
0.325,1.0015328153175374
0.35,1.0014992143395796
0.375,1.0014656156161417
0.4,1.0017214238383894
