phi_c,cluster_size
0.0,1.0001640236194014
0.1,1.000272568823628
0.15,1.0003441114921234
0.2,1.0003686284670208
0.225,1.0004041551955951
0.25,1.0004577002438568
0.275,1.0004812218432697
0.3,1.0004847251548343
0.325,1.0005077475269193
0.35,1.0005818266956896
0.375,1.0005928394005568
0.4,1.000603852347845
