phi_c,cluster_size
0.0,1.0075296220378593
0.1,1.0104376117774252
0.15,1.0117911785715008
0.2,1.0136356610166055
0.225,1.014595166869666
0.25,1.0152466695499094
0.275,1.0163548552333097
0.3,1.0182155111848739
0.325,1.0212304457428563
0.35,1.0237054735413254
0.375,1.0280899396214853
0.4,1.039765558350736
