phi_c,direct_contact
0.0,0.00447991040179196
0.1,0.006972860542789141
0.15,0.008044839103217922
0.2,0.009249815003699882
0.225,0.00971680566388668
0.25,0.01153876922461546
0.275,0.01377672446551064
0.3,0.013042739145217041
0.325,0.017443651126977423
0.35,0.01652766944661102
0.375,0.0182596348073038
0.4,0.023769524609507754
