phi_c,gyr
0.0,1.0
0.1,0.9238116619010488
0.15,0.9008194224942264
0.2,0.87564632116947
0.225,0.8625061696350989
0.25,0.8521317120430681
0.275,0.83975578766613
0.3,0.8280449466301909
0.325,0.8199692333863202
0.35,0.8159012122468162
0.375,0.8117347196521927
0.4,0.8066285210536768
