LAMMPS data file via write_data, version 29 Sep 2021, timestep = 100000

405 atoms
3 atom types
405 bonds
2 bond types

-10.5 10.5 xlo xhi
-10.5 10.5 ylo yhi
-65.5 65.5 zlo zhi

Masses

1 1
2 1
3 1

Pair Coeffs # lj/cut

1 1 1
2 1 1
3 1 1

Bond Coeffs # harmonic

1 80 1
2 80 1

Atoms # bond

155 1 1 -3.804827688536905 -3.974292900272651 -7.898749798698162 0 0 0
151 1 1 -5.538855357558398 -3.132384875924006 -7.505700273210183 0 0 0
152 1 1 -4.802806312612238 -3.6114212496602542 -8.012530512220055 0 0 0
31 1 1 5.50075493544925 -3.522127424562093 -7.325310087702296 0 0 0
149 1 1 -6.060015604505669 -2.820589351853251 -7.897326876293973 0 0 0
147 1 1 -7.028011886801378 -1.7172385148902831 -8.496996564467361 0 0 0
137 1 1 -5.065450443694249 2.1131354786332377 -7.658270432679958 0 0 0
153 1 1 -3.8556420702719856 -3.9899000807600413 -7.93094323534011 0 0 0
154 1 1 -3.9375578565225426 -3.9596569154271966 -8.905005100878405 0 0 0
30 1 1 5.334354962770353 -3.6928201514794265 -8.280052647729185 0 0 0
29 1 1 6.076797068160213 -3.8461710739899706 -7.604976455849606 0 0 0
150 1 1 -5.215357527387152 -2.635670068967696 -8.343458769855339 0 0 0
32 1 1 4.701092557891483 -3.0651465285631097 -7.061835916308397 0 0 0
27 1 1 6.823392801250545 -4.144886236878791 -7.212413371977978 0 0 0
146 1 1 -7.34249249736898 -1.7852600518844812 -7.549181322087372 0 0 0
148 1 1 -6.984744373955897 -2.4582901611679673 -7.875524280225559 0 0 0
136 1 1 -4.280250163084276 1.5190233810796492 -7.8394856208708985 0 0 0
50 1 1 -0.21289565186339193 2.270270246086181 -7.500889148318501 0 0 0
138 1 1 -5.55618387974514 1.65762041186129 -6.943917342155466 0 0 0
58 1 1 -1.510780945679883 4.727521037790126 -8.193567747165527 0 0 0
59 1 1 -1.9598712490656363 5.593517034485387 -8.191295448505155 0 0 0
