lineage_name,whole,ensemble_long,ensemble,space,epsilon_small,epsilon_large,dcyl,dmon_large,nmon_large,mmon_large,nmon_small,dcrowd,ncrowd,lcyl,dt,bdump,adump,ensemble_id,dmon_small,mmon_small,eps_others,mcrowd,dwall,phi_m_bulk,rho_m_bulk,phi_c_bulk,rho_c_bulk,n_frames,asphericityMon-mean,asphericityMon-var,asphericityMon-sem,fsdMon-mean,fsdMon-var,fsdMon-sem,gyrMon-mean,gyrMon-var,gyrMon-sem,shapeMon-mean,shapeMon-var,shapeMon-sem
epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens1.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens1.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc0,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,0,139.0,0.005,2000,5000,1,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0,0.0,50001,0.6000865574080413,0.013104929655041526,0.0005119556554046752,43.01213776990177,36.31428136436339,0.026949686960839967,13.015555773561202,3.1002172088541102,0.007874283724700438,0.9333286298526222,0.0686600882667293,0.0011718369192573624
epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens2.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens2.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc0,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,0,139.0,0.005,2000,5000,2,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0,0.0,50001,0.5977583493438806,0.013141649350719124,0.0005126723973595443,42.83207825082238,36.045176623054395,0.02684964678466158,12.973057787375817,3.040526306128405,0.007798110420003559,0.9279510416426257,0.06840604185311217,0.0011696669769905635
epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens3.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens3.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc0,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,0,139.0,0.005,2000,5000,3,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0,0.0,50001,0.5916133928151333,0.01357649684536955,0.0005210853451282151,42.563519175783476,35.02482648586933,0.026466894976883603,12.878155473049494,3.0323276208037155,0.007787589640965573,0.9141028105087597,0.0699520848725058,0.0011828109305591136
epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens4.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens4.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc0,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,0,139.0,0.005,2000,5000,4,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0,0.0,50001,0.6004353074309109,0.012720325903823205,0.0005043872699389469,42.98127391757432,36.698935769619474,0.027092041550839045,13.009969999430682,3.1559492029267866,0.007944745688726338,0.9336689700395753,0.06727590004121116,0.001159964654989204
epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens5.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens5.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc0,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,0,139.0,0.005,2000,5000,5,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0,0.0,50001,0.5975482927574642,0.013742806315264219,0.0005242672279527726,42.88858384461034,36.96383187379879,0.027189642099078384,12.974805695279617,3.1901822512769353,0.007987718386719621,0.9280268525424761,0.07163126538096237,0.001196923267222777
epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens6.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens6.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc0,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,0,139.0,0.005,2000,5000,6,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0,0.0,50001,0.5937274526063544,0.01373688254515066,0.0005241542243491062,42.65123468644976,36.40761085070212,0.02698429574797242,12.899247066363136,3.10684639001809,0.007882698002610641,0.9191067548903757,0.07128890834110263,0.001194059532360951
epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens7.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens7.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc0,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,0,139.0,0.005,2000,5000,7,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0,0.0,50001,0.5978491725512812,0.013724518844112655,0.0005239182921813792,42.91157719974568,37.57229925883794,0.027412515119498954,12.990838478452439,3.2259401440694124,0.008032359733066508,0.9285922536106602,0.0715026809643961,0.0011958484934505382
epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens8.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000ens8.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc0lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc0,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,0,139.0,0.005,2000,5000,8,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0,0.0,50001,0.5965174132907892,0.01327058520913733,0.000515181234307643,42.80099114822208,36.00560635909537,0.02683490501533231,12.955764027668863,3.0903820356011353,0.007861783557948076,0.9249677750238806,0.06929805535654623,0.0011772684940704584
epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens1.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens1.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc8340,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,8340,139.0,0.005,2000,5000,1,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0999999999999999,0.1909859317102744,50001,0.5393257151253051,0.01733399420362721,0.0005887952819720486,39.40553632446943,34.340018024129904,0.026206876206114265,12.035260004188775,2.830973463983441,0.007524590970921198,0.797257127922798,0.08126745463749627,0.0012748917964870295
epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens2.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens2.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc8340,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,8340,139.0,0.005,2000,5000,2,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0999999999999999,0.1909859317102744,50001,0.5217203710520484,0.017655917656716685,0.0005942376234591123,38.62189951738532,34.74102534102577,0.026359448150910052,11.797931353996095,2.8045784282388655,0.007489430456635359,0.7581112781143673,0.08169047870774063,0.0012782056071519998
epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens3.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens3.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc8340,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,8340,139.0,0.005,2000,5000,3,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0999999999999999,0.1909859317102744,50001,0.5335544452974423,0.01574496371864311,0.0005611588673208881,39.0899459308406,30.76973861939706,0.02480715163794387,11.906415853534305,2.438803408099467,0.006983986552248604,0.7821199535105632,0.07419885593117106,0.0012181859950858988
epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens4.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens4.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc8340,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,8340,139.0,0.005,2000,5000,4,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0999999999999999,0.1909859317102744,50001,0.5349797350608895,0.01761332840637932,0.0005935204866957723,39.23482422704604,36.103286993147535,0.02687128094942537,11.956758778723493,2.8971304604529395,0.007612004283305337,0.7875329361408402,0.08358393580748374,0.0012929341499665307
epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens5.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens5.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc8340,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,8340,139.0,0.005,2000,5000,5,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0999999999999999,0.1909859317102744,50001,0.5514455047951718,0.016059164305485117,0.0005667303469108589,39.89110202853774,33.21729370724088,0.02577490783969591,12.176716746245837,2.734695165607141,0.007395532659122183,0.8224566281363311,0.07689708370661266,0.001240137764174712
epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens6.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens6.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc8340,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,8340,139.0,0.005,2000,5000,6,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0999999999999999,0.1909859317102744,50001,0.5388147682781322,0.015914141524985312,0.0005641656055625035,39.300319553835365,32.75196105514723,0.025593734020321154,11.998363214217372,2.7134954245666254,0.007366811283814219,0.794511781335313,0.07542728623902996,0.0012282286940063724
epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens7.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens7.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc8340,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,8340,139.0,0.005,2000,5000,7,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0999999999999999,0.1909859317102744,50001,0.5387345833310605,0.015887997230940348,0.0005637019998357349,39.264423550335145,32.385510476860745,0.02545015146393465,11.988371519650824,2.590005633194019,0.00719722951307518,0.7943576044689045,0.07502049296211265,0.0012249121842982267
epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens8.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000ens8.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc8340lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc8340,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,8340,139.0,0.005,2000,5000,8,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.0999999999999999,0.1909859317102744,50001,0.5417307019447674,0.017010243066632673,0.000583270830174674,39.41348824058828,33.73312774527214,0.025974267167822907,11.998362299813301,2.722021256024566,0.007378375506877602,0.8021381963681842,0.0800002931637903,0.0012649133817284907
epss5epsl5r10.5al3nl5ml27ns400ac1nc12510lz69.5dt0.005bdump2000adump5000ens1.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc12510lz69.5dt0.005bdump2000adump5000ens1.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc12510lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc12510,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,12510,139.0,0.005,2000,5000,1,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.15,0.2864788975654116,50001,0.5125773903376968,0.01889787184174788,0.0006147824304865565,37.82120980409829,34.7104017791606,0.026347827910156312,11.583820779753461,2.7909675305010557,0.007471234878520492,0.7392565540337739,0.08459371861745973,0.001300720712662482
epss5epsl5r10.5al3nl5ml27ns400ac1nc12510lz69.5dt0.005bdump2000adump5000ens2.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc12510lz69.5dt0.005bdump2000adump5000ens2.ring,epss5epsl5r10.5al3nl5ml27ns400ac1nc12510lz69.5dt0.005bdump2000adump5000,ns400nl5al3.0D20.0ac1.0nc12510,ns400nl5al3.0D20.0ac1.0,5.0,5.0,20.0,3.0,5,27,400,1.0,12510,139.0,0.005,2000,5000,2,1.0,1.0,1.0,1.0,1.0,0.0064148681055155,0.0092744966837723,0.15,0.2864788975654116,50001,0.5166720825581054,0.01734623851825461,0.0005890032006407878,37.91927201228009,31.766664595182835,0.025205818612051796,11.602603464044549,2.542139213769471,0.007130412630092975,0.7458569681199999,0.08056096563026403,0.0012693381395850677
