N1000epsilon5.0r8.0lz308.5sig1.0nc0dt0.005bdump1000adump5000ens1,N1000epsilon5.0r8.0lz308.5sig1.0nc0dt0.005bdump1000adump5000ens2,N1000epsilon5.0r8.0lz308.5sig1.0nc0dt0.005bdump1000adump5000ens3,N1000epsilon5.0r8.0lz308.5sig1.0nc0dt0.005bdump1000adump5000ens4,N1000epsilon5.0r8.0lz308.5sig1.0nc0dt0.005bdump1000adump5000ens5,N1000epsilon5.0r8.0lz308.5sig1.0nc0dt0.005bdump1000adump5000ens6,N1000epsilon5.0r8.0lz308.5sig1.0nc0dt0.005bdump1000adump5000ens7,N1000epsilon5.0r8.0lz308.5sig1.0nc0dt0.005bdump1000adump5000ens8,bin_center
189.2818724917033,188.99123173445497,186.3004003627383,188.0074551079211,186.93922485593373,186.75470033894163,187.88381253054976,188.37139626906946,0.05
189.2191956422457,189.00955087348422,186.23918700735456,187.84529536658795,186.88997638039373,186.59287827747917,187.74859163481932,188.47204367170738,0.15000000000000002
188.99912443333577,188.83394858816374,186.0843983570754,187.52927270558698,186.78220178869694,186.5413088745923,187.35259387027074,188.48674225113083,0.25
188.6565914040246,188.4419259582582,185.76904111188128,187.14575213566258,186.47417212950748,186.27131904908347,186.91077062195467,188.2486946776714,0.35000000000000003
188.18398287135966,187.8985009712925,185.29868776880392,186.62967883935895,186.12505068943898,185.84869588891922,186.35284712890595,187.86263853846944,0.45
187.6011677312397,187.27632923042566,184.7096649217632,186.02932323768408,185.68249997705624,185.34223329262014,185.7603576279939,187.30197226535705,0.55
186.89527853371362,186.541848830869,184.05173569508017,185.41651222080532,185.1173791182937,184.7704562506483,185.03820766806314,186.62753686165593,0.6500000000000001
186.030295823232,185.69104599436858,183.27054011466836,184.6821961432474,184.39814545656515,184.1174659211569,184.23062778434004,185.80942173001478,0.75
185.00057406308784,184.75117154007336,182.38436855802536,183.80668756807592,183.56410203553258,183.29818962803682,183.32275740479315,184.8900159189341,0.8500000000000001
183.82811108170975,183.6866873643013,181.4107247979948,182.8312265940643,182.64011589091132,182.33867688682406,182.26895622093042,183.85946266413254,0.95
182.576105348886,182.51060514458894,180.37029681579287,181.73253791300291,181.5804999926538,181.26117643751124,181.0970547662595,182.70212438973454,1.05
181.30319093668075,181.2552197330969,179.28396822493255,180.54189881468028,180.39706438767314,180.05186487435574,179.86222371527725,181.4064062344929,1.1500000000000001
179.89178249127062,179.89510235256657,178.10971470425972,179.18158437422264,179.09927890890242,178.75433970701533,178.5314884347154,180.07251363522408,1.25
178.37632093409763,178.4075326952514,176.7815191758577,177.7260011821287,177.67850185297647,177.34793282753455,177.09207095791453,178.65084921765626,1.35
176.7822700132624,176.81307419830813,175.33301802257648,176.14644151268965,176.15276314031166,175.8244580701833,175.52487349788458,177.1168301267056,1.4500000000000002
175.16141813388558,175.10987614395515,173.76944991882988,174.44369023307613,174.52015259949445,174.20519585565953,173.87496065922826,175.43676606304362,1.55
173.47213332511257,173.33331619814973,172.11089923816706,172.67151319766188,172.7937134103141,172.47929538101909,172.12934874144975,173.64245978884426,1.6500000000000001
171.64601689333574,171.45866361319582,170.3097372477453,170.77195169672254,170.94101043425943,170.67458834668528,170.2926437345162,171.7853381882003,1.75
169.70043111275257,169.48417638808263,168.33682992509748,168.772777889806,168.95708292455703,168.76830444754046,168.3832210805315,169.85082185921306,1.85
167.62874656434226,167.3714692571978,166.25904068635361,166.71186552712533,166.8804264152585,166.75449861352845,166.3580095324714,167.8067665539829,1.9500000000000002
165.43248941975392,165.14175373007524,164.0958191648779,164.5626797983363,164.7069411075997,164.61013770406012,164.21865512154065,165.65395360912188,2.05
163.14813502005725,162.83895180999602,161.8855973693755,162.3427625206903,162.42165775377677,162.3425529884349,162.034357318607,163.36478853896747,2.1500000000000004
