rho_c_out,rho_c_in,r_chain,phi_c_out,phi_c_in,r_scaled,tail_model,vdep_model,nmon,dcyl,dcrowd
0.5,0.423671819968181,18.88889385151441,0.2617993877991494,0.22183404619084246,0.2545055960411093,LJ,Ha,400.0,20.0,1.0
0.52,0.4257959231960685,15.17046551813092,0.2722713633111154,0.22294622404020875,0.20440415406344473,LJ,Ha,400.0,20.0,1.0
0.54,0.4275148458184706,12.563507365222634,0.2827433388230814,0.22384624982064671,0.16927846360344154,LJ,Ha,400.0,20.0,1.0
0.56,0.4291099053422883,10.664879417461544,0.2932153143350474,0.22468142103432406,0.14369668833889881,LJ,Ha,400.0,20.0,1.0
0.5800000000000001,0.4307615335421745,9.236745743330191,0.3036872898470134,0.2255462115375281,0.1244542692317557,LJ,Ha,400.0,20.0,1.0
0.6,0.432766076767956,8.1484837821173,0.31415926535897926,0.22659578791618115,0.10979122113245435,LJ,Ha,400.0,20.0,1.0
0.62,0.4357005312776092,7.33616913708133,0.32463124087094525,0.22813226470448447,0.09884623808935114,LJ,Ha,400.0,20.0,1.0
0.64,0.4401949843328044,6.757777850476665,0.33510321638291124,0.23048555482116873,0.09105309677046432,LJ,Ha,400.0,20.0,1.0
0.66,0.4463552533244339,6.35607239164321,0.34557519189487723,0.23371106412254208,0.08564058886835764,LJ,Ha,400.0,20.0,1.0
0.68,0.453801449773931,6.070284263813423,0.3560471674068432,0.23760988346636316,0.08178993046630616,LJ,Ha,400.0,20.0,1.0
0.7000000000000001,0.4621015286757874,5.856787026156378,0.3665191429188092,0.24195579461674446,0.07891330666026575,LJ,Ha,400.0,20.0,1.0
0.7200000000000001,0.4709451783293994,5.68930262094924,0.3769911184307752,0.24658631874719603,0.07665665157448286,LJ,Ha,400.0,20.0,1.0
0.74,0.4801339956712626,5.552461548826234,0.38746309394274114,0.251397572256592,0.07481287930823245,LJ,Ha,400.0,20.0,1.0
0.76,0.4895425816164678,5.437012997512825,0.3979350694547071,0.2563238963376128,0.07325734606234331,LJ,Ha,400.0,20.0,1.0
0.78,0.4990900753330944,5.337137612671724,0.40840704496667307,0.26132295235767095,0.0719116428915469,LJ,Ha,400.0,20.0,1.0
0.8,0.5087229294548611,5.249008882471766,0.41887902047863906,0.266366702981345,0.07072421205604097,LJ,Ha,400.0,20.0,1.0
0.8200000000000001,0.5184047926393561,5.17000832184586,0.42935099599060506,0.27143611469025686,0.0696597725537741,LJ,Ha,400.0,20.0,1.0
0.8400000000000001,0.5281104781690487,5.098280894632397,0.43982297150257105,0.276517999749946,0.06869332995745478,LJ,Ha,400.0,20.0,1.0
0.86,0.537822265409637,5.032472625706751,0.450294947014537,0.2816030796579892,0.06780664104708152,LJ,Ha,400.0,20.0,1.0
0.88,0.5475275601482056,4.971569559830399,0.460766922526503,0.28668476009992433,0.06698604397011985,LJ,Ha,400.0,20.0,1.0
0.9,0.5572173693339634,4.914795335321663,0.47123889803846897,0.2917583323253683,0.0662210781673601,LJ,Ha,400.0,20.0,1.0
0.92,0.5668852788416544,4.861543926868611,0.4817108735504349,0.29682043790619045,0.0655035781615413,LJ,Ha,400.0,20.0,1.0
0.94,0.5765267511331436,4.811334211040901,0.49218284906240084,0.3018687009929791,0.06482706138113906,LJ,Ha,400.0,20.0,1.0
0.96,0.5861386319751242,4.763778490094087,0.5026548245743668,0.3069014700330369,0.06418630405570346,LJ,Ha,400.0,20.0,1.0
0.98,0.5957187972293507,4.718560190709772,0.5131268000863328,0.31191763283017926,0.06357704073265037,LJ,Ha,400.0,20.0,1.0
1.0,0.6052658956450959,4.6754177431884845,0.5235987755982988,0.31691648187117993,0.06299574706837383,LJ,Ha,400.0,20.0,1.0
1.02,0.6147791588080864,4.63413271682729,0.5340707511102648,0.32189761481526613,0.06243947996643412,LJ,Ha,400.0,20.0,1.0
1.04,0.6242582589386092,4.594520945279522,0.5445427266222308,0.3268608600373816,0.06190575800223341,LJ,Ha,400.0,20.0,1.0
1.06,0.6337032013481232,4.55642579058986,0.5550147021341968,0.3318062203185995,0.06139247066382247,LJ,Ha,400.0,20.0,1.0
1.08,0.6431142423718459,4.519712962228523,0.5654866776461628,0.3367338298757261,0.06089780854448889,LJ,Ha,400.0,20.0,1.0
1.1,0.6524918262744163,4.4842664837308135,0.5759586531581288,0.34164392132518223,0.06042020899797576,LJ,Ha,400.0,20.0,1.0
1.12,0.6618365364507829,4.449985517905581,0.5864306286700948,0.3465368001318488,0.059958313361905144,LJ,Ha,400.0,20.0,1.0
1.14,0.6711490575090048,4.41678184245123,0.5969026041820606,0.35141282475566715,0.05951093294467718,LJ,Ha,400.0,20.0,1.0
0.005,0.0044922394393933,74.08940868169299,0.020943951023931952,0.01881704856128576,1.0,LJ,Ha,400.0,20.0,2.0
0.01,0.008987277743657,73.71207485502293,0.041887902047863905,0.03764582098032518,0.9949070476687002,LJ,Ha,400.0,20.0,2.0
0.015,0.0134818941751536,73.2192962221442,0.06283185307179585,0.05647282626285009,0.9882559130241272,LJ,Ha,400.0,20.0,2.0
0.02,0.0179705029411294,72.5779773657706,0.08377580409572781,0.07527466669488785,0.9795999004066035,LJ,Ha,400.0,20.0,2.0
0.02,0.0179705029411294,72.57797736577069,0.08377580409572781,0.07527466669488785,0.9795999004066048,LJ,Ha,400.0,20.0,2.0
0.025,0.0224438443370443,71.73961929290124,0.10471975511965977,0.09401255531676167,0.9682844089242628,LJ,Ha,400.0,20.0,2.0
0.025,0.0224438443370442,71.73961929290107,0.10471975511965977,0.09401255531676124,0.9682844089242605,LJ,Ha,400.0,20.0,2.0
0.03,0.0268876825719358,70.63160940491517,0.1256637061435917,0.11262686138673042,0.9533293713864905,LJ,Ha,400.0,20.0,2.0
0.03,0.0268876825719358,70.63160940491521,0.1256637061435917,0.11262686138673042,0.9533293713864911,LJ,Ha,400.0,20.0,2.0
0.0349999999999999,0.0312811913584439,69.14507228419271,0.14660765716752325,0.1310303479562985,0.933265273870083,LJ,Ha,400.0,20.0,2.0
0.0349999999999999,0.0312811913584439,69.14507228419288,0.14660765716752325,0.1310303479562985,0.9332652738700853,LJ,Ha,400.0,20.0,2.0
0.04,0.0355941763645919,67.11809769361214,0.16755160819145562,0.1490965373034418,0.9059067805760014,LJ,Ha,400.0,20.0,2.0
0.04,0.0355941763645919,67.11809769361223,0.16755160819145562,0.1490965373034418,0.9059067805760026,LJ,Ha,400.0,20.0,2.0
0.045,0.0397813409196365,64.31343728296989,0.18849555921538758,0.16663569117744137,0.8680517016848769,LJ,Ha,400.0,20.0,2.0
0.045,0.0397813409196364,64.31343728296952,0.18849555921538758,0.16663569117744098,0.8680517016848719,LJ,Ha,400.0,20.0,2.0
0.0499999999999999,0.0437699786305285,60.394608977245205,0.20943951023931912,0.18334325775126742,0.8151584693665982,LJ,Ha,400.0,20.0,2.0
0.0499999999999999,0.0437699786305285,60.39460897724491,0.20943951023931912,0.18334325775126742,0.8151584693665942,LJ,Ha,400.0,20.0,2.0
0.055,0.047434923621335,54.931987278198136,0.2303834612632515,0.19869494342983862,0.7414283398346446,LJ,Ha,400.0,20.0,2.0
0.055,0.047434923621335,54.93198727819857,0.2303834612632515,0.19869494342983862,0.7414283398346504,LJ,Ha,400.0,20.0,2.0
0.06,0.0505614939957997,47.5848796857163,0.2513274122871834,0.21179149078897166,0.6422629162847431,LJ,Ha,400.0,20.0,2.0
0.06,0.0505614939957997,47.58487968571632,0.2513274122871834,0.21179149078897166,0.6422629162847433,LJ,Ha,400.0,20.0,2.0
0.065,0.052872328115417,38.78999718089649,0.2722713633111154,0.2214710901141108,0.5235565767240528,LJ,Ha,400.0,20.0,2.0
0.065,0.0528723281154169,38.789997180896265,0.2722713633111154,0.2214710901141104,0.5235565767240496,LJ,Ha,400.0,20.0,2.0
0.07,0.0542983465767969,30.339468563225868,0.2932153143350474,0.2274443822769835,0.4094980524621538,LJ,Ha,400.0,20.0,2.0
0.07,0.0542983465767968,30.339468563225747,0.2932153143350474,0.22744438227698308,0.40949805246215215,LJ,Ha,400.0,20.0,2.0
0.075,0.0551444663219423,23.748557869692227,0.31415926535897926,0.23098860037752492,0.3205391741176137,LJ,Ha,400.0,20.0,2.0
0.08,0.0557349381163057,19.02496747570111,0.33510321638291124,0.23346196284595694,0.25678390223678565,LJ,Ha,400.0,20.0,2.0
0.085,0.0562311858052701,15.630600654182256,0.3560471674068432,0.2355406403046389,0.21096943452923625,LJ,Ha,400.0,20.0,2.0
0.09,0.0566974798632923,13.118653014830898,0.37699111843077515,0.23749384828743242,0.1770651601660364,LJ,Ha,400.0,20.0,2.0
0.095,0.0571603797827046,11.200699217335549,0.3979350694547071,0.23943283893566306,0.15117814295774193,LJ,Ha,400.0,20.0,2.0
0.1,0.0576360078833435,9.698229916524143,0.41887902047863906,0.24142514526474043,0.13089900552709516,LJ,Ha,400.0,20.0,2.0
0.105,0.0581501030922842,8.503818237029233,0.439822971502571,0.24357858224027887,0.11477778522384767,LJ,Ha,400.0,20.0,2.0
0.11,0.0587679803434299,7.562008546950024,0.460766922526503,0.2461667404176383,0.10206598596890336,LJ,Ha,400.0,20.0,2.0
0.115,0.0596120264248095,6.852371722691122,0.4817108735504349,0.2497022723757095,0.09248787167583777,LJ,Ha,400.0,20.0,2.0
0.12,0.0607790444152743,6.349015119363106,0.5026548245743668,0.25459066590297796,0.08569396398667582,LJ,Ha,400.0,20.0,2.0
0.125,0.0622417205997221,5.997414856559807,0.5235987755982988,0.2607175095771672,0.08094834286404191,LJ,Ha,400.0,20.0,2.0
0.13,0.0639080312596328,5.742478533511488,0.5445427266222308,0.2676973353475324,0.07750741483418556,LJ,Ha,400.0,20.0,2.0
0.135,0.0656994298755096,5.547429046996066,0.5654866776461628,0.275201128322585,0.07487479176449142,LJ,Ha,400.0,20.0,2.0
0.14,0.0675652947117289,5.390802489616881,0.5864306286700948,0.2830168446719957,0.07276077087856302,LJ,Ha,400.0,20.0,2.0
0.05,0.0480781412928483,73.99686059881226,0.013404128655316453,0.012888911827956422,0.9999999999999998,LJ,deVries,400.0,20.0,0.8
0.05,0.0480781412928483,73.99686059881228,0.013404128655316453,0.012888911827956422,1.0,LJ,deVries,400.0,20.0,0.8
0.1,0.0961438105366342,73.5348710612236,0.026808257310632907,0.025774480116908288,0.9937566332699783,LJ,deVries,400.0,20.0,0.8
0.1,0.0961438105366341,73.5348710612213,0.026808257310632907,0.02577448011690826,0.9937566332699472,LJ,deVries,400.0,20.0,0.8
0.15,0.1441970588965016,72.97796374943519,0.04021238596594936,0.03865671858333903,0.9862305394967873,LJ,deVries,400.0,20.0,0.8
0.15,0.1441970588965015,72.97796374943485,0.04021238596594936,0.038656718583339,0.9862305394967826,LJ,deVries,400.0,20.0,0.8
0.2,0.1922396112628645,72.31539320056847,0.053616514621265814,0.05153608964030915,0.9772765035619525,LJ,deVries,400.0,20.0,0.8
0.2,0.1922396112628644,72.31539320056818,0.053616514621265814,0.051536089640309125,0.9772765035619486,LJ,deVries,400.0,20.0,0.8
0.25,0.2402735009369673,71.53665466151907,0.06702064327658226,0.06441313838044815,0.9667525633197918,LJ,deVries,400.0,20.0,0.8
0.25,0.2402735009369672,71.53665466151831,0.06702064327658226,0.06441313838044813,0.9667525633197815,LJ,deVries,400.0,20.0,0.8
0.3,0.2883000151635365,70.63130869620868,0.08042477193189872,0.07728820989163454,0.9545176393245848,LJ,deVries,400.0,20.0,0.8
0.3,0.2883000151635366,70.63130869620888,0.08042477193189872,0.07728820989163457,0.9545176393245876,LJ,deVries,400.0,20.0,0.8
0.35,0.3363188246754113,69.58873937449565,0.09382890058721516,0.09016121590308061,0.9404282669745129,LJ,deVries,400.0,20.0,0.8
0.4,0.3843271818921478,68.39782635022198,0.10723302924253163,0.10303141983635114,0.9243341649459089,LJ,deVries,400.0,20.0,0.8
0.4,0.384327181892148,68.39782635022259,0.10723302924253163,0.10303141983635118,0.9243341649459172,LJ,deVries,400.0,20.0,0.8
0.45,0.4323190699104195,67.0465024371868,0.12063715789784807,0.11589720866452022,0.9060722562365432,LJ,deVries,400.0,20.0,0.8
0.45,0.4323190699104197,67.04650243718774,0.12063715789784807,0.11589720866452026,0.9060722562365559,LJ,deVries,400.0,20.0,0.8
0.5,0.4802841612342782,65.52115355027087,0.13404128655316452,0.1287558137659003,0.8854585589178705,LJ,deVries,400.0,20.0,0.8
0.55,0.5282063886085305,63.80579341185498,0.14744541520848098,0.14160292778937644,0.862277033045901,LJ,deVries,400.0,20.0,0.8
0.55,0.5282063886085304,63.80579341185446,0.14744541520848098,0.14160292778937641,0.862277033045894,LJ,deVries,400.0,20.0,0.8
0.6000000000000001,0.5760618140883531,61.88090433235099,0.16084954386379746,0.15443213338910544,0.8362639148686294,LJ,deVries,400.0,20.0,0.8
0.6000000000000001,0.5760618140883534,61.88090433235184,0.16084954386379746,0.15443213338910555,0.8362639148686409,LJ,deVries,400.0,20.0,0.8
0.6500000000000001,0.6238152500328895,59.721764791643494,0.17425367251911392,0.16723399737178504,0.8070851156164062,LJ,deVries,400.0,20.0,0.8
0.7000000000000001,0.6714146094045481,57.29596032644232,0.18765780117443034,0.17999455611035214,0.7743025834174643,LJ,deVries,400.0,20.0,0.8
0.7000000000000001,0.6714146094045479,57.29596032644186,0.18765780117443034,0.17999455611035206,0.7743025834174581,LJ,deVries,400.0,20.0,0.8
0.7500000000000001,0.7187809376311004,54.55955156268733,0.20106192982974683,0.19269264325992522,0.7373225177550717,LJ,deVries,400.0,20.0,0.8
0.8,0.7657897250703781,51.45097597987193,0.21446605848506325,0.20529487995525528,0.6953129573810293,LJ,deVries,400.0,20.0,0.8
0.8,0.7657897250703768,51.45097597986991,0.21446605848506325,0.20529487995525492,0.6953129573810021,LJ,deVries,400.0,20.0,0.8
