rho_c_out,rho_c_in,r_chain,phi_c_out,phi_c_in,r_scaled,tail_model,vdep_model,nmon,dcyl,dcrowd
0.8500000000000001,0.8122332749740028,47.88111013701859,0.2278701871403797,0.21774558631761115,0.6470694803745111,LJ,deVries,400.0,20.0,0.8
0.8500000000000001,0.812233274973995,47.881110137008406,0.2278701871403797,0.21774558631760907,0.6470694803743734,LJ,deVries,400.0,20.0,0.8
0.9000000000000001,0.857738309540298,43.71732457203267,0.24127431579569616,0.229944693073436,0.5907997206672627,LJ,deVries,400.0,20.0,0.8
0.95,0.9015690112061095,38.76252710947795,0.25467844445101256,0.24169494035706265,0.5238401574850072,LJ,deVries,400.0,20.0,0.8
0.95,0.9015690112061088,38.76252710947723,0.25467844445101256,0.24169494035706246,0.5238401574849976,LJ,deVries,400.0,20.0,0.8
1.0,0.9421366783830798,32.7651400277998,0.26808257310632905,0.252570424958786,0.4427909476517132,LJ,deVries,400.0,20.0,0.8
1.05,0.9761056423084696,25.70792991016275,0.28148670176164553,0.2616769122136606,0.34741919727572046,LJ,deVries,400.0,20.0,0.8
1.05,0.976105642308462,25.707929910159937,0.28148670176164553,0.2616769122136585,0.34741919727568243,LJ,deVries,400.0,20.0,0.8
1.1,0.9997053255712266,18.79603436263169,0.29489083041696196,0.26800357602723485,0.2540112406192187,LJ,deVries,400.0,20.0,0.8
1.1,0.9997053255712148,18.796034362629335,0.29489083041696196,0.2680035760272317,0.2540112406191869,LJ,deVries,400.0,20.0,0.8
1.15,1.0151194216256072,13.770176674121986,0.3082949590722784,0.2721358265596013,0.18609136337255652,LJ,deVries,400.0,20.0,0.8
1.2000000000000002,1.0275813362657746,10.581307245283444,0.3216990877275949,0.2754766487021688,0.14299670499066125,LJ,deVries,400.0,20.0,0.8
1.2500000000000002,1.0409354978787189,8.570390690485882,0.33510321638291135,0.27905666670904467,0.11582100404166937,LJ,deVries,400.0,20.0,0.8
1.3,1.0609379181600729,7.388518200243531,0.3485073450382278,0.2844189670064243,0.0998490765750422,LJ,deVries,400.0,20.0,0.8
1.35,1.0906875644052596,6.7518801595742355,0.36191147369354426,0.292394328720837,0.0912454948079596,LJ,deVries,400.0,20.0,0.8
1.4,1.1272735657824402,6.383318745179104,0.37531560234886063,0.30220239810970323,0.0862647238480488,LJ,deVries,400.0,20.0,0.8
1.4500000000000002,1.1678755338041953,6.141643015055629,0.38871973100417717,0.31308707817015624,0.08299869704410417,LJ,deVries,400.0,20.0,0.8
1.5000000000000002,1.211024485235885,5.967470177767152,0.40212385965949365,0.3246545600968036,0.08064491019586492,LJ,deVries,400.0,20.0,0.8
1.55,1.2559628656474893,5.833640637671889,0.41552798831481,0.33670175674877756,0.07883632616929595,LJ,deVries,400.0,20.0,0.8
1.6,1.3022618303549311,5.7261671267899095,0.4289321169701265,0.34911370233970773,0.07738391981026585,LJ,deVries,400.0,20.0,0.8
1.65,1.3496537581744237,5.637092710444721,0.4423362456254429,0.36181865229402665,0.0761801604125784,LJ,deVries,400.0,20.0,0.8
1.7000000000000002,1.3979567330487026,5.561524584590504,0.4557403742807594,0.37476783808701375,0.0751589261974686,LJ,deVries,400.0,20.0,0.8
1.7500000000000002,1.4470378922660916,5.4962648785031964,0.4691445029360759,0.3879256415410528,0.07427700086226924,LJ,deVries,400.0,20.0,0.8
1.8,1.496794336028737,5.439119359802691,0.4825486315913923,0.40126447701356316,0.073504731360049,LJ,deVries,400.0,20.0,0.8
1.85,1.5471425699788952,5.388521760566739,0.49595276024670876,0.414761961122281,0.07282095101009232,LJ,deVries,400.0,20.0,0.8
1.9,1.598012370305591,5.343316908227207,0.5093568889020251,0.4283992680872668,0.07221004870999854,LJ,deVries,400.0,20.0,0.8
1.95,1.6493430688514146,5.3026290993347,0.5227610175573416,0.44216013383277647,0.07166019012730673,LJ,deVries,400.0,20.0,0.8
2.0,1.701081222652922,5.26577878066907,0.5361651462126581,0.45603023123165554,0.07116219172078755,LJ,deVries,400.0,20.0,0.8
2.05,1.7531791043357683,5.23222789236415,0.5495692748679745,0.4699967654065821,0.07070878210268466,LJ,deVries,400.0,20.0,0.8
2.1,1.805593693128981,5.201542897341868,0.5629734035232911,0.4840482032385767,0.07029410241527677,LJ,deVries,400.0,20.0,0.8
2.15,1.858285977900045,5.173369099876147,0.5763775321786074,0.49817408652285494,0.06991335926971994,LJ,deVries,400.0,20.0,0.8
2.1999999999999997,1.9112204578744945,5.147412385181907,0.5897816608339238,0.5123648981204508,0.0695625779732678,LJ,deVries,400.0,20.0,0.8
0.02,0.0190369016264177,74.14184584202458,0.010471975511965976,0.009967698382777572,1.0,LJ,deVries,400.0,20.0,1.0
0.04,0.0380714473670327,73.86950857008111,0.020943951023931952,0.019934163226633397,0.996326807501883,LJ,deVries,400.0,20.0,1.0
0.06,0.0571038258294599,73.55402450436752,0.03141592653589793,0.029899493286283715,0.9920716657242451,LJ,deVries,400.0,20.0,1.0
0.06,0.0571038258294598,73.55402450436618,0.03141592653589793,0.029899493286283663,0.992071665724227,LJ,deVries,400.0,20.0,1.0
0.08,0.0761348592284132,73.19157679101814,0.041887902047863905,0.039864119072345994,0.9871830942403134,LJ,deVries,400.0,20.0,1.0
0.08,0.0761348592284132,73.19157679101818,0.041887902047863905,0.039864119072345994,0.9871830942403139,LJ,deVries,400.0,20.0,1.0
0.1,0.0951657272418665,72.7785287875392,0.05235987755982988,0.04982865826276297,0.9816120432530069,LJ,deVries,400.0,20.0,1.0
0.1,0.0951657272418664,72.77852878753862,0.05235987755982988,0.049828658262762913,0.981612043252999,LJ,deVries,400.0,20.0,1.0
0.12,0.11419775225768,72.31141052891536,0.06283185307179585,0.059793803258199114,0.975311711054384,LJ,deVries,400.0,20.0,1.0
0.12,0.1141977522576799,72.31141052891465,0.06283185307179585,0.059793803258199066,0.9753117110543744,LJ,deVries,400.0,20.0,1.0
0.1399999999999999,0.1332322318260305,71.78689996044568,0.07330382858376178,0.06976023345433827,0.9682372909005176,LJ,deVries,400.0,20.0,1.0
0.1399999999999999,0.1332322318260303,71.7868999604446,0.07330382858376178,0.06976023345433817,0.968237290900503,LJ,deVries,400.0,20.0,1.0
0.16,0.1522703064639213,71.20179807919838,0.08377580409572781,0.07972854602448692,0.960345635727891,LJ,deVries,400.0,20.0,1.0
0.16,0.1522703064639214,71.20179807919874,0.08377580409572781,0.07972854602448697,0.9603456357278958,LJ,deVries,400.0,20.0,1.0
0.18,0.1713128529347062,70.55299713862075,0.09424777960769379,0.0896992000408636,0.9515948293079909,LJ,deVries,400.0,20.0,1.0
0.18,0.1713128529347063,70.55299713862145,0.09424777960769379,0.08969920004086365,0.9515948293080003,LJ,deVries,400.0,20.0,1.0
0.1999999999999999,0.1903603946638792,69.83744096737662,0.10471975511965971,0.09967246956841608,0.9419436510412833,LJ,deVries,400.0,20.0,1.0
0.1999999999999999,0.1903603946638792,69.83744096737647,0.10471975511965971,0.09967246956841608,0.9419436510412812,LJ,deVries,400.0,20.0,1.0
0.22,0.2094130220139921,69.0520762391682,0.11519173063162574,0.10964840192086585,0.9313509187011442,LJ,deVries,400.0,20.0,1.0
0.22,0.209413022013992,69.05207623916738,0.11519173063162574,0.1096484019208658,0.9313509187011331,LJ,deVries,400.0,20.0,1.0
0.24,0.228470315698497,68.19379319394005,0.1256637061435917,0.11962677756028982,0.9197746889016204,LJ,deVries,400.0,20.0,1.0
0.26,0.247531266620797,67.25935382403402,0.1361356816555577,0.12960706812494535,0.9071712884967119,LJ,deVries,400.0,20.0,1.0
0.26,0.247531266620797,67.25935382403372,0.1361356816555577,0.12960706812494535,0.9071712884967079,LJ,deVries,400.0,20.0,1.0
0.28,0.2665941847892382,66.24530485250807,0.1466076571675237,0.13958838873727172,0.8934941408615343,LJ,deVries,400.0,20.0,1.0
0.3,0.2856565885089713,65.14787186998582,0.15707963267948963,0.14956943998488445,0.8786923380461502,LJ,deVries,400.0,20.0,1.0
0.3,0.2856565885089712,65.14787186998534,0.15707963267948963,0.1495694399848844,0.8786923380461438,LJ,deVries,400.0,20.0,1.0
0.32,0.304715062481325,63.96282964866072,0.16755160819145562,0.1595484336215809,0.8627088916149663,LJ,deVries,400.0,20.0,1.0
0.34,0.323765069222289,62.68534175419838,0.1780235837034216,0.16952299382628896,0.8454785693866216,LJ,deVries,400.0,20.0,1.0
0.34,0.3237650692222885,62.68534175419636,0.1780235837034216,0.16952299382628871,0.8454785693865943,LJ,deVries,400.0,20.0,1.0
0.36,0.3428006914378836,61.30975988975334,0.18849555921538758,0.1794900223111261,0.8269251890543323,LJ,deVries,400.0,20.0,1.0
0.36,0.3428006914378834,61.30975988975227,0.18849555921538758,0.17949002231112599,0.8269251890543179,LJ,deVries,400.0,20.0,1.0
0.38,0.3618142721009612,59.82936959073413,0.19896753472735354,0.189445509866053,0.8069581882033756,LJ,deVries,400.0,20.0,1.0
0.38,0.3618142721009614,59.82936959073491,0.19896753472735354,0.1894455098660531,0.8069581882033862,LJ,deVries,400.0,20.0,1.0
0.4,0.3807959012149018,58.23606347268735,0.20943951023931953,0.19938426762897335,0.7854682171896828,LJ,deVries,400.0,20.0,1.0
0.4,0.3807959012149013,58.23606347268588,0.20943951023931953,0.19938426762897307,0.7854682171896631,LJ,deVries,400.0,20.0,1.0
0.42,0.3997326687008669,56.519915619235576,0.2199114857512855,0.20929953589841432,0.7623213986291038,LJ,deVries,400.0,20.0,1.0
0.42,0.3997326687008664,56.519915619234325,0.2199114857512855,0.20929953589841405,0.7623213986290869,LJ,deVries,400.0,20.0,1.0
0.44,0.4186075524644523,54.668620294371074,0.2303834612632515,0.21918240192658786,0.7373517569397251,LJ,deVries,400.0,20.0,1.0
0.44,0.4186075524644516,54.66862029436911,0.2303834612632515,0.21918240192658747,0.7373517569396986,LJ,deVries,400.0,20.0,1.0
0.46,0.4373977224701992,52.66674500080388,0.24085543677521745,0.2290209119348808,0.7103511438469161,LJ,deVries,400.0,20.0,1.0
0.46,0.4373977224701983,52.66674500080186,0.24085543677521745,0.22902091193488036,0.7103511438468888,LJ,deVries,400.0,20.0,1.0
0.48,0.4560718828676079,50.49473473335578,0.2513274122871834,0.23879867945429026,0.6810558080917739,LJ,deVries,400.0,20.0,1.0
0.5,0.4745859812117486,48.127603439533374,0.2617993877991494,0.2484926386785888,0.6491287462963865,LJ,deVries,400.0,20.0,1.0
0.5,0.474585981211749,48.12760343953396,0.2617993877991494,0.24849263867858903,0.6491287462963944,LJ,deVries,400.0,20.0,1.0
0.52,0.4928760642807879,45.5333041906177,0.2722713633111154,0.25806930377912896,0.6141377203858178,LJ,deVries,400.0,20.0,1.0
0.52,0.492876064280788,45.53330419061795,0.2722713633111154,0.258069303779129,0.6141377203858212,LJ,deVries,400.0,20.0,1.0
0.54,0.5108460380062544,42.67102753022812,0.2827433388230814,0.2674783600193168,0.5755323062922938,LJ,deVries,400.0,20.0,1.0
0.54,0.5108460380062534,42.67102753022666,0.2827433388230814,0.2674783600193163,0.5755323062922741,LJ,deVries,400.0,20.0,1.0
0.56,0.528346339768108,39.49060742297942,0.2932153143350474,0.2766414965944241,0.5326358815927351,LJ,deVries,400.0,20.0,1.0
0.56,0.5283463397681039,39.4906074229741,0.2932153143350474,0.27664149659442194,0.5326358815926633,LJ,deVries,400.0,20.0,1.0
0.5800000000000001,0.54513754786513,35.93723524721178,0.3036872898470134,0.2854333525948411,0.48470920623940117,LJ,deVries,400.0,20.0,1.0
0.5800000000000001,0.5451375478651286,35.93723524721027,0.3036872898470134,0.2854333525948403,0.4847092062393808,LJ,deVries,400.0,20.0,1.0
0.6,0.5608366832702508,31.974215511939157,0.31415926535897926,0.2936534006709142,0.43125734393054116,LJ,deVries,400.0,20.0,1.0
0.6,0.5608366832702504,31.9742155119388,0.31415926535897926,0.293653400670914,0.4312573439305364,LJ,deVries,400.0,20.0,1.0
0.62,0.5748823152008761,27.65166121341759,0.32463124087094525,0.301007676352294,0.37295620171549954,LJ,deVries,400.0,20.0,1.0
0.64,0.5866796549601494,23.227376002370583,0.33510321638291124,0.30718474900556664,0.31328294755247377,LJ,deVries,400.0,20.0,1.0
0.64,0.5866796549601454,23.227376002368715,0.33510321638291124,0.30718474900556453,0.31328294755244857,LJ,deVries,400.0,20.0,1.0
0.66,0.5960812360267733,19.168138181545753,0.34557519189487723,0.31210740534073905,0.2585333284308522,LJ,deVries,400.0,20.0,1.0
0.66,0.5960812360267698,19.168138181544595,0.34557519189487723,0.3121074053407372,0.25853332843083654,LJ,deVries,400.0,20.0,1.0
0.68,0.6036561189189392,15.835004870125683,0.3560471674068432,0.31607360474837765,0.2135771599734059,LJ,deVries,400.0,20.0,1.0
0.7000000000000001,0.6102027837063992,13.262610877033582,0.3665191429188092,0.3195014304153442,0.1788815847030903,LJ,deVries,400.0,20.0,1.0
0.7200000000000001,0.6163075591655155,11.305030022021253,0.3769911184307752,0.32269788337104,0.15247839993232826,LJ,deVries,400.0,20.0,1.0
0.74,0.6223988774518403,9.808026578706366,0.38746309394274114,0.3258872901675392,0.13228732664148277,LJ,deVries,400.0,20.0,1.0
0.76,0.6290435129071766,8.668852437167722,0.3979350694547071,0.32936641315625037,0.11692253327005923,LJ,deVries,400.0,20.0,1.0
0.78,0.6371744156038315,7.832988190681801,0.40840704496667307,0.33362374385272775,0.10564868060301191,LJ,deVries,400.0,20.0,1.0
0.8,0.6476480547282699,7.251740935504689,0.41887902047863906,0.3391077284743422,0.09780901531580571,LJ,deVries,400.0,20.0,1.0
0.8200000000000001,0.6605177253399741,6.855109148269053,0.42935099599060506,0.3458462722489839,0.0924593806697956,LJ,deVries,400.0,20.0,1.0
0.8400000000000001,0.6752737583237124,6.576490490768098,0.43982297150257105,0.35357251305195736,0.08870146697966962,LJ,deVries,400.0,20.0,1.0
0.86,0.69138895861753,6.371199749291143,0.450294947014537,0.3620104121943216,0.08593257528098744,LJ,deVries,400.0,20.0,1.0
0.88,0.7084872587243928,6.212901556472251,0.460766922526503,0.3709630611950872,0.08379750309575779,LJ,deVries,400.0,20.0,1.0
0.9,0.7263215450399503,6.086193154262732,0.47123889803846897,0.3803010716735826,0.08208850326212133,LJ,deVries,400.0,20.0,1.0
0.92,0.7447284162266091,5.981735256338413,0.4817108735504349,0.3899388868895128,0.0806796106625644,LJ,deVries,400.0,20.0,1.0
0.94,0.7635961337881407,5.8935995720502,0.49218284906240084,0.3998180007030653,0.07949086652910967,LJ,deVries,400.0,20.0,1.0
0.96,0.7828451553777239,5.817853429987717,0.5026548245743668,0.40989676483883625,0.07846922832733254,LJ,deVries,400.0,20.0,1.0
0.98,0.8024165736144752,5.751783737075933,0.5131268000863328,0.4201443354643214,0.07757810278059932,LJ,deVries,400.0,20.0,1.0
1.0,0.8222651464113453,5.693454097705361,0.5235987755982988,0.4305370238781363,0.07679137244352549,LJ,deVries,400.0,20.0,1.0
1.02,0.8423549836075687,5.641441413833868,0.5340707511102648,0.44105603803604804,0.07608984305373503,LJ,deVries,400.0,20.0,1.0
1.04,0.862656800189605,5.594673058821776,0.5445427266222308,0.4516860443408235,0.07545904738792787,LJ,deVries,400.0,20.0,1.0
1.06,0.8831461180313961,5.552322646591299,0.5550147021341968,0.46241422607562965,0.07488783943175271,LJ,deVries,400.0,20.0,1.0
1.08,0.9038020578617584,5.513741199592095,0.5654866776461628,0.47322965087963953,0.07436746599673721,LJ,deVries,400.0,20.0,1.0
1.1,0.9246065082190128,5.478410418635175,0.5759586531581288,0.4841228356136935,0.07389093643970136,LJ,deVries,400.0,20.0,1.0
1.12,0.945543541033932,5.445910168109736,0.5864306286700948,0.4950854403602466,0.07345258411442088,LJ,deVries,400.0,20.0,1.0
1.14,0.9665989920823308,5.415895351078373,0.5969026041820606,0.5061100487488581,0.07304775447077651,LJ,deVries,400.0,20.0,1.0
0.005,0.0044525527763101,74.04242917214648,0.020943951023931952,0.018650809455702196,1.0,LJ,deVries,400.0,20.0,2.0
0.01,0.0089107386860271,73.60772935345352,0.041887902047863905,0.03732521492544147,0.9941290443391275,LJ,deVries,400.0,20.0,2.0
0.015,0.0133772189532153,73.05565340030859,0.06283185307179585,0.0560343637185111,0.9866728336324072,LJ,deVries,400.0,20.0,2.0
0.02,0.017855713110429,72.37313531065999,0.08377580409572781,0.07479383617644093,0.977454901464599,LJ,deVries,400.0,20.0,2.0
0.025,0.0223499460351697,71.54926494531871,0.10471975511965977,0.09361923502962326,0.9663278980078944,LJ,deVries,400.0,20.0,2.0
0.025,0.0223499460351697,71.5492649453187,0.10471975511965977,0.09361923502962326,0.9663278980078942,LJ,deVries,400.0,20.0,2.0
0.03,0.0268630501691176,70.5751692528998,0.1256637061435917,0.1125236814190852,0.953171985873324,LJ,deVries,400.0,20.0,2.0
0.03,0.0268630501691176,70.57516925289994,0.1256637061435917,0.1125236814190852,0.9531719858733259,LJ,deVries,400.0,20.0,2.0
0.0349999999999999,0.0313972353618428,69.44382076233785,0.14660765716752325,0.13151643194106,0.9378922536547659,LJ,deVries,400.0,20.0,2.0
0.0349999999999999,0.0313972353618429,69.44382076233808,0.14660765716752325,0.1315164319410604,0.937892253654769,LJ,deVries,400.0,20.0,2.0
0.04,0.0359536130416877,68.14975651748723,0.16755160819145562,0.15060214213570164,0.9204149199243725,LJ,deVries,400.0,20.0,2.0
0.04,0.0359536130416877,68.14975651748722,0.16755160819145562,0.15060214213570164,0.9204149199243724,LJ,deVries,400.0,20.0,2.0
0.045,0.0405321057474336,66.68869558808602,0.18849555921538758,0.169780487534216,0.900682167423718,LJ,deVries,400.0,20.0,2.0
0.045,0.0405321057474336,66.68869558808612,0.18849555921538758,0.169780487534216,0.9006821674237193,LJ,deVries,400.0,20.0,2.0
0.0499999999999999,0.0451313962342276,65.05704773224527,0.20943951023931912,0.18904595047426595,0.8786455071725096,LJ,deVries,400.0,20.0,2.0
0.0499999999999999,0.0451313962342275,65.05704773224511,0.20943951023931912,0.18904595047426556,0.8786455071725074,LJ,deVries,400.0,20.0,2.0
0.055,0.0497488797423572,63.2513085985359,0.2303834612632515,0.20838762016388193,0.8542576102072293,LJ,deVries,400.0,20.0,2.0
0.055,0.0497488797423572,63.251308598536134,0.2303834612632515,0.20838762016388193,0.8542576102072326,LJ,deVries,400.0,20.0,2.0
0.06,0.0543805829862813,61.26733694251465,0.2513274122871834,0.22778885334350857,0.8274625458339554,LJ,deVries,400.0,20.0,2.0
0.06,0.0543805829862813,61.26733694251487,0.2513274122871834,0.22778885334350857,0.8274625458339583,LJ,deVries,400.0,20.0,2.0
0.065,0.0590210053768525,59.09950652274651,0.2722713633111154,0.24722660919920464,0.7981843273313182,LJ,deVries,400.0,20.0,2.0
0.065,0.0590210053768526,59.09950652274719,0.2722713633111154,0.24722660919920506,0.7981843273313274,LJ,deVries,400.0,20.0,2.0
0.07,0.0636628201908997,56.739721987871064,0.2932153143350474,0.2666701976247179,0.766313620747813,LJ,deVries,400.0,20.0,2.0
0.07,0.0636628201908997,56.73972198787149,0.2932153143350474,0.2666701976247179,0.7663136207478187,LJ,deVries,400.0,20.0,2.0
0.075,0.0682963402122819,54.1762928407862,0.31415926535897926,0.2860790409039653,0.7316925369213361,LJ,deVries,400.0,20.0,2.0
0.075,0.0682963402122819,54.17629284078638,0.31415926535897926,0.2860790409039653,0.7316925369213385,LJ,deVries,400.0,20.0,2.0
0.08,0.0729085927001174,51.392697809744064,0.33510321638291124,0.30539879894701233,0.6940979433597126,LJ,deVries,400.0,20.0,2.0
0.08,0.0729085927001174,51.39269780974371,0.33510321638291124,0.30539879894701233,0.6940979433597079,LJ,deVries,400.0,20.0,2.0
0.085,0.077481744719514,48.36641472282853,0.3560471674068432,0.32455477333085986,0.653225660794813,LJ,deVries,400.0,20.0,2.0
0.09,0.0819904554853678,45.0684347813863,0.37699111843077515,0.34344081682308325,0.6086839030713526,LJ,deVries,400.0,20.0,2.0
0.095,0.0863975517656857,41.465345979051605,0.3979350694547071,0.3619012185536294,0.5600214153245282,LJ,deVries,400.0,20.0,2.0
0.095,0.0863975517656854,41.46534597904965,0.3979350694547071,0.3619012185536281,0.5600214153245018,LJ,deVries,400.0,20.0,2.0
0.1,0.0906476177557527,37.52914100241043,0.41887902047863906,0.37970385334251777,0.506859937228103,LJ,deVries,400.0,20.0,2.0
0.1,0.0906476177557527,37.52914100241044,0.41887902047863906,0.37970385334251777,0.5068599372281032,LJ,deVries,400.0,20.0,2.0
0.105,0.0946604201328571,33.266442300578774,0.439822971502571,0.39651264063347624,0.4492889100550074,LJ,deVries,400.0,20.0,2.0
0.105,0.0946604201328568,33.266442300577886,0.439822971502571,0.396512640633475,0.4492889100549953,LJ,deVries,400.0,20.0,2.0
0.11,0.0983351421034425,28.781470221048348,0.460766922526503,0.41190528002917776,0.38871590982154663,LJ,deVries,400.0,20.0,2.0
0.115,0.1015901693006067,24.343994568247876,0.4817108735504349,0.4255399060689724,0.3287843853913653,LJ,deVries,400.0,20.0,2.0
0.115,0.1015901693006065,24.343994568247524,0.4817108735504349,0.42553990606897163,0.3287843853913605,LJ,deVries,400.0,20.0,2.0
0.12,0.1044344279659486,20.32680185933721,0.5026548245743668,0.43745390890623537,0.2745291056304756,LJ,deVries,400.0,20.0,2.0
0.125,0.1069789724019698,16.978329585741527,0.5235987755982988,0.4481124717154847,0.22930541009489852,LJ,deVries,400.0,20.0,2.0
0.13,0.109358009456654,14.315009604299478,0.5445427266222308,0.4580777588269697,0.19333522365963304,LJ,deVries,400.0,20.0,2.0
0.13,0.109358009456654,14.315009604299489,0.5445427266222308,0.4580777588269697,0.19333522365963318,LJ,deVries,400.0,20.0,2.0
0.135,0.1116697551570704,12.2236579574258,0.5654866776461628,0.467761176572831,0.16508990985433708,LJ,deVries,400.0,20.0,2.0
0.14,0.1139796696131279,10.574920543870698,0.5864306286700948,0.47743692362025913,0.1428224419715393,LJ,deVries,400.0,20.0,2.0
0.05,0.0480795979603525,74.05421592506892,0.013404128655316453,0.012889302335129109,1.0,ThreeBody,deVries,400.0,20.0,0.8
0.1,0.0961468007433593,73.59329679940474,0.026808257310632907,0.02577528173922127,0.9937759232218385,ThreeBody,deVries,400.0,20.0,0.8
0.15,0.1442016872692227,73.03771158815009,0.04021238596594936,0.03865795936940739,0.9862735115857905,ThreeBody,deVries,400.0,20.0,0.8
0.2,0.1922460166981391,72.37676219021593,0.053616514621265814,0.051537806825879426,0.9773483019987639,ThreeBody,deVries,400.0,20.0,0.8
0.2,0.1922460166981392,72.37676219021671,0.053616514621265814,0.05153780682587946,0.9773483019987744,ThreeBody,deVries,400.0,20.0,0.8
0.25,0.2402818661033529,71.60000022166284,0.06702064327658226,0.06441538093577727,0.9668592034531923,ThreeBody,deVries,400.0,20.0,0.8
0.25,0.2402818661033529,71.60000022166234,0.06702064327658226,0.06441538093577727,0.9668592034531855,ThreeBody,deVries,400.0,20.0,0.8
0.3,0.2883105799576215,70.69705513586749,0.08042477193189872,0.07729104212881718,0.9546661760270564,ThreeBody,deVries,400.0,20.0,0.8
0.3,0.2883105799576217,70.69705513586821,0.08042477193189872,0.07729104212881725,0.9546661760270662,ThreeBody,deVries,400.0,20.0,0.8
0.35,0.3363319053009951,69.65739728917237,0.09382890058721516,0.09016472259084496,0.9406270314124259,ThreeBody,deVries,400.0,20.0,0.8
0.35,0.336331905300995,69.65739728917212,0.09382890058721516,0.09016472259084493,0.9406270314124225,ThreeBody,deVries,400.0,20.0,0.8
0.4,0.3843431983386066,68.47001696046141,0.10723302924253163,0.10303571356652982,0.9245930985177423,ThreeBody,deVries,400.0,20.0,0.8
0.4,0.3843431983386063,68.47001696045997,0.10723302924253163,0.10303571356652975,0.924593098517723,ThreeBody,deVries,400.0,20.0,0.8
0.45,0.432338586455145,67.1229920735473,0.12063715789784807,0.11590244071004838,0.9064033861551526,ThreeBody,deVries,400.0,20.0,0.8
0.45,0.4323385864551446,67.12299207354604,0.12063715789784807,0.11590244071004827,0.9064033861551357,ThreeBody,deVries,400.0,20.0,0.8
0.5,0.480307947841945,65.60290339704112,0.13404128655316452,0.1287621905408891,0.8858766861217033,ThreeBody,deVries,400.0,20.0,0.8
0.5,0.4803079478419449,65.60290339704102,0.13404128655316452,0.12876219054088908,0.8858766861217019,ThreeBody,deVries,400.0,20.0,0.8
0.55,0.5282355170782236,63.89403291784819,0.14744541520848098,0.1416107366244824,0.8628007483395514,ThreeBody,deVries,400.0,20.0,0.8
0.55,0.5282355170782231,63.89403291784706,0.14744541520848098,0.1416107366244823,0.8628007483395362,ThreeBody,deVries,400.0,20.0,0.8
0.6000000000000001,0.5760978143466484,61.977242603694,0.16084954386379746,0.15444178443098175,0.8369171400910531,ThreeBody,deVries,400.0,20.0,0.8
0.6000000000000001,0.5760978143466468,61.97724260368958,0.16084954386379746,0.1544417844309813,0.8369171400909935,ThreeBody,deVries,400.0,20.0,0.8
0.6500000000000001,0.623860375493762,59.82836531081124,0.17425367251911392,0.16724609472144836,0.8078995174474338,ThreeBody,deVries,400.0,20.0,0.8
0.6500000000000001,0.6238603754937615,59.82836531081003,0.17425367251911392,0.16724609472144822,0.8078995174474174,ThreeBody,deVries,400.0,20.0,0.8
0.7000000000000001,0.6714723112475747,57.41582590196735,0.18765780117443034,0.18001002496890367,0.7753215017503262,ThreeBody,deVries,400.0,20.0,0.8
0.7500000000000001,0.7188567662410641,54.697010716609945,0.20106192982974683,0.19271297158879935,0.7386076543157869,ThreeBody,deVries,400.0,20.0,0.8
0.8,0.7658931760380026,51.61255779325083,0.21446605848506325,0.20532261335684637,0.6969563737664108,ThreeBody,deVries,400.0,20.0,0.8
0.8500000000000001,0.8123819304488852,48.07721070625645,0.2278701871403797,0.217785438259824,0.6492163897178108,ThreeBody,deVries,400.0,20.0,0.8
0.8500000000000001,0.8123819304488806,48.07721070625037,0.2278701871403797,0.21778543825982277,0.6492163897177287,ThreeBody,deVries,400.0,20.0,0.8
0.9000000000000001,0.8579682171814548,43.96555299902992,0.24127431579569616,0.23000632730545414,0.593694125983537,ThreeBody,deVries,400.0,20.0,0.8
0.9000000000000001,0.8579682171814539,43.96555299902891,0.24127431579569616,0.2300063273054539,0.5936941259835233,ThreeBody,deVries,400.0,20.0,0.8
0.95,0.9019641838285708,39.09445057634766,0.25467844445101256,0.24180087925051325,0.5279166093110084,ThreeBody,deVries,400.0,20.0,0.8
1.0,0.942921300497226,33.23628089258988,0.26808257310632905,0.25278076847406244,0.4488101113138475,ThreeBody,deVries,400.0,20.0,0.8
1.05,0.9778816104356176,26.376446930283873,0.28148670176164553,0.2621530183189412,0.35617751941324505,ThreeBody,deVries,400.0,20.0,0.8
1.05,0.9778816104356114,26.376446930281464,0.28148670176164553,0.26215301831893956,0.3561775194132125,ThreeBody,deVries,400.0,20.0,0.8
1.1,1.003431118711389,19.574448640723812,0.29489083041696196,0.26900239623911143,0.26432591846668174,ThreeBody,deVries,400.0,20.0,0.8
1.1,1.0034311187113898,19.57444864072407,0.29489083041696196,0.2690023962391117,0.26432591846668524,ThreeBody,deVries,400.0,20.0,0.8
1.15,1.0211854123324342,14.481206323934302,0.3082949590722784,0.2737620129567266,0.19554870905104144,ThreeBody,deVries,400.0,20.0,0.8
1.2000000000000002,1.035788560278201,11.174256972269632,0.3216990877275949,0.27767686243348016,0.15089292125618076,ThreeBody,deVries,400.0,20.0,0.8
1.2000000000000002,1.0357885602781975,11.17425697226937,0.3216990877275949,0.2776768624334792,0.15089292125617723,ThreeBody,deVries,400.0,20.0,0.8
1.2500000000000002,1.0496337683039962,8.996185136918037,0.33510321638291135,0.2813885214262277,0.12148106660153886,ThreeBody,deVries,400.0,20.0,0.8
1.2500000000000002,1.049633768303997,8.996185136918069,0.33510321638291135,0.2813885214262279,0.12148106660153929,ThreeBody,deVries,400.0,20.0,0.8
